uc_id,day_valid_frac_core,day_valid_frac_ring10_20,night_valid_frac_core,night_valid_frac_ring10_20,retain_day_fullperiod,retain_night_fullperiod,retain_either_fullperiod
9445,0.5406427221172023,0.5850661625708885,0.5453686200378072,0.5888468809073724,True,True,True
9446,0.6739130434782609,0.8610586011342155,0.6332703213610587,0.780718336483932,True,True,True
9447,0.42911153119092627,0.996219281663516,0.43572778827977315,0.995274102079395,False,False,False
9448,0.72117202268431,0.775992438563327,0.667296786389414,0.6965973534971645,True,True,True
9449,0.8024574669187146,0.8431001890359168,0.8638941398865785,0.9281663516068053,True,True,True
945,0.722117202268431,0.996219281663516,0.723062381852552,0.995274102079395,True,True,True
9450,0.8024574669187146,0.7400756143667296,0.7306238185255198,0.6275992438563327,True,True,True
9452,0.7419659735349716,0.782608695652174,0.5926275992438563,0.6228733459357277,True,True,True
9453,0.8232514177693762,0.947069943289225,0.8950850661625709,0.9754253308128544,True,True,True
9455,0.9215500945179584,0.9291115311909263,0.9376181474480151,0.946124763705104,True,True,True
9456,0.775992438563327,0.8071833648393195,0.7306238185255198,0.7618147448015122,True,True,True
9459,0.7854442344045368,0.9206049149338374,0.8005671077504726,0.94234404536862,True,True,True
9462,0.8119092627599244,0.725897920604915,0.7655954631379962,0.7287334593572778,True,True,True
9463,0.8610586011342155,0.9546313799621928,0.8941398865784499,0.9754253308128544,True,True,True
9464,0.9810964083175804,0.9697542533081286,0.7466918714555766,0.7523629489603024,True,True,True
9465,0.7958412098298677,0.888468809073724,0.8648393194706995,0.943289224952741,True,True,True
9469,0.7589792060491494,0.9120982986767486,0.7996219281663516,0.94234404536862,True,True,True
9470,0.6767485822306238,0.8903591682419659,0.4952741020793951,0.6805293005671077,True,False,True
9471,0.7930056710775047,0.941398865784499,0.8771266540642723,0.9697542533081286,True,True,True
9472,0.8752362948960303,0.9820415879017014,0.6332703213610587,0.7542533081285444,True,True,True
9473,0.7873345935727788,0.8705103969754253,0.8572778827977315,0.9385633270321361,True,True,True
9476,0.8308128544423441,0.8270321361058601,0.6956521739130435,0.6436672967863895,True,True,True
9477,0.5122873345935728,0.8998109640831758,0.5179584120982986,0.9007561436672968,True,True,True
948,0.5,0.6606805293005671,0.7551984877126654,0.8818525519848771,True,True,True
9480,0.6521739130434783,0.8705103969754253,0.4792060491493384,0.666351606805293,True,False,True
9481,0.8497164461247637,0.9347826086956522,0.8705103969754253,0.9508506616257089,True,True,True
9485,0.6446124763705104,0.7882797731568998,0.6550094517958412,0.7901701323251418,True,True,True
9487,0.7296786389413988,0.9026465028355387,0.7485822306238186,0.9120982986767486,True,True,True
9489,0.5075614366729678,0.996219281663516,0.5066162570888468,0.996219281663516,True,True,True
949,0.9366729678638941,0.9858223062381852,0.9612476370510397,0.9933837429111532,True,True,True
9491,0.7930056710775047,0.9489603024574669,0.8506616257088847,0.9782608695652174,True,True,True
9493,0.8733459357277883,0.9111531190926276,0.9092627599243857,0.9555765595463138,True,True,True
9494,0.8383742911153119,0.9735349716446124,0.5879017013232514,0.7088846880907372,True,True,True
9495,0.8780718336483931,0.8818525519848771,0.8969754253308129,0.9206049149338374,True,True,True
9499,0.8421550094517959,0.9073724007561437,0.9168241965973535,0.946124763705104,True,True,True
95,0.7996219281663516,0.9366729678638941,0.8270321361058601,0.947069943289225,True,True,True
950,0.9517958412098299,0.9886578449905482,0.9744801512287334,0.9933837429111532,True,True,True
9501,0.8241965973534972,0.9234404536862004,0.8487712665406427,0.9404536862003781,True,True,True
9503,0.8298676748582231,0.9508506616257089,0.8790170132325141,0.9659735349716446,True,True,True
9504,0.6181474480151229,0.77882797731569,0.6011342155009451,0.7344045368620038,True,True,True
9506,0.5992438563327032,0.7930056710775047,0.5784499054820416,0.7448015122873346,True,True,True
9507,0.7873345935727788,0.9083175803402647,0.8137996219281664,0.9291115311909263,True,True,True
951,0.5207939508506616,0.833648393194707,0.5415879017013232,0.8638941398865785,True,True,True
9510,0.9158790170132325,0.9206049149338374,0.7627599243856332,0.7551984877126654,True,True,True
9511,0.45841209829867674,0.9924385633270322,0.4555765595463138,0.9905482041587902,False,False,False
9512,0.6871455576559546,0.8100189035916824,0.4924385633270321,0.6001890359168242,True,False,True
